상품번호,상품명_기본,자체상품코드,카테고리 코드,이미지 저장소,이미지 경로,페이스북 광고 제품 피드 이미지명
1000000998,구찌 남성 화이트 스니커즈 386750,8694387,"002003001
002
002003",url,20/02/08/1000000998/,http://koodonkr.hgodo.com/reebonz_facebook_img/8694387.jpg
1000000999,프라다 Vitello Phenix 2Way Bag 1BG865,6874161,"003002002
003
003002",url,20/02/08/1000000999/,http://koodonkr.hgodo.com/reebonz_facebook_img/6874161.jpg
1000001000,구찌 러브드 메탈 로고 유니섹스 화이트 스카프 505785,8551144,"007005
007",url,20/02/08/1000001000/,http://koodonkr.hgodo.com/reebonz_facebook_img/8551144.jpg
1000001001,메종 마르지엘라 5AC백,20300015,"003002003
003
003002",url,20/02/09/1000001001/,http://koodonkr.hgodo.com/product_img/WOMEN/Bag/20300015/20300015_f.jpg
1000001002,지방시 핑크 베이지 판도라 토트백,8632515,"003002003
003
003002",url,20/02/09/1000001002/,http://koodonkr.hgodo.com/reebonz_facebook_img/8632515.jpg
1000001003,지방시 마이크로 나이팅게일 여성 브라운 크로스 백 13L5006002,8548626,"003002003
003
003002",url,20/02/09/1000001003/,http://koodonkr.hgodo.com/reebonz_facebook_img/8548626.jpg
1000001004,펜디 바게트 여성 네이비 숄더 백 8BR600,8544358,"003002002
003
003002",url,20/02/09/1000001004/,http://koodonkr.hgodo.com/reebonz_facebook_img/8544358.jpg
1000001005,셀린느 블랙 엣지 토트백,8626975,"003002003
003
003002",url,20/02/09/1000001005/,http://koodonkr.hgodo.com/reebonz_facebook_img/8626975.jpg
1000001006,셀린느 트리오 여성 브라운 미디엄 크로스 백,8431048,"003002005
003
003002",url,20/02/09/1000001006/,http://koodonkr.hgodo.com/reebonz_facebook_img/8431048.jpg
1000001007,샤넬 램스킨 여성 레드 장지갑,8681984,"007001
007",url,20/02/09/1000001007/,http://koodonkr.hgodo.com/reebonz_facebook_img/8681984.jpg
1000001008,발렌시아가 워크 여성 자이언트 핑크 자이언트 토트 백 173080,8681636,"003002003
003
003002",url,20/02/09/1000001008/,http://koodonkr.hgodo.com/reebonz_facebook_img/8681636.jpg
1000001009,루이비통 팔라스 MM 여성 브라운 토트 백,8694817,"003002003
003
003002",url,20/02/09/1000001009/,http://koodonkr.hgodo.com/reebonz_facebook_img/8694817.jpg
1000001010,발렉스트라 리네아 S 여성 블랙 토트 백 V5S05,8562115,"003002003
003
003002",url,20/02/09/1000001010/,http://koodonkr.hgodo.com/reebonz_facebook_img/8562115.jpg
1000001016,프라다 멀티 포겟 여성 레드 크로스 백 BT8994,8643853,"003002005
003
003002",url,20/02/09/1000001016/,http://koodonkr.hgodo.com/reebonz_facebook_img/8643853.jpg
1000001017,프라다 투웨이 여성 네이비 토트 백 B2925R,8643702,"003002003
003
003002",url,20/02/09/1000001017/,http://koodonkr.hgodo.com/reebonz_facebook_img/8643702.jpg
1000001018,프라다 비델로 다이노 투웨이 여성 브라운 토트 백 1BB007,8643652,"003002003
003
003002",url,20/02/09/1000001018/,http://koodonkr.hgodo.com/reebonz_facebook_img/8643652.jpg
1000001019,프라다 고프레 투웨이 여성 블랙 토트 백 B1789L,8643570,"003002003
003
003002",url,20/02/09/1000001019/,http://koodonkr.hgodo.com/reebonz_facebook_img/8643570.jpg
1000001020,프라다 여성 블랙 토트 백 1MC122,8627043,"003002003
003
003002",url,20/02/09/1000001020/,http://koodonkr.hgodo.com/reebonz_facebook_img/8627043.jpg
1000001021,프라다 여성 핑크 반지갑,8631383,"007001
007",url,20/02/09/1000001021/,http://koodonkr.hgodo.com/reebonz_facebook_img/8631383.jpg
1000001022,프라다 사피아노 여성 퍼플 중지갑 1MV357,8544226,"007001
007",url,20/02/09/1000001022/,http://koodonkr.hgodo.com/reebonz_facebook_img/8544226.jpg
1000001023,프라다 다이노 여성 네이비 쇼퍼 백,8562062,"003002002
003
003002",url,20/02/09/1000001023/,http://koodonkr.hgodo.com/reebonz_facebook_img/8562062.jpg
1000001024,에르메스 버킨 30 오렌지 토트백,8694946,"003002003
003
003002",url,20/02/09/1000001024/,http://koodonkr.hgodo.com/reebonz_facebook_img/8694946.jpg
1000001026,구찌 여성 오렌지 드레스 슈즈,8681439,"003003002
003
003003",url,20/02/09/1000001026/,http://koodonkr.hgodo.com/reebonz_facebook_img/8681439.jpg
1000001027,구찌 소호 테슬 여성 브라운 숄더 백 536196,8650870,"003002002
003
003002",url,20/02/09/1000001027/,http://koodonkr.hgodo.com/reebonz_facebook_img/8650870.jpg
1000001028,구찌 G 로고 여성 브라운 숄더 백,8627292,"003002002
003
003002",url,20/02/09/1000001028/,http://koodonkr.hgodo.com/reebonz_facebook_img/8627292.jpg
1000001029,구찌 오디피아 라운드 동전지갑,8626941,"007001
007",url,20/02/09/1000001029/,http://koodonkr.hgodo.com/reebonz_facebook_img/8626941.jpg
1000001031,구찌 GG 마몽 여성 블랙 카드지갑,8568467,"007001
007",url,20/02/09/1000001031/,http://koodonkr.hgodo.com/reebonz_facebook_img/8568467.jpg
1000001032,샤넬 여성 레드 장지갑,8651915,"007001
007",url,20/02/09/1000001032/,http://koodonkr.hgodo.com/reebonz_facebook_img/8651915.jpg
1000001033,샤넬 캐비어 여성 블랙 장지갑,8557693,"007001
007",url,20/02/09/1000001033/,http://koodonkr.hgodo.com/reebonz_facebook_img/8557693.jpg
1000001034,샤넬 여성 브라운 체인 숄더 백,8639695,"003002002
003
003002",url,20/02/09/1000001034/,http://koodonkr.hgodo.com/reebonz_facebook_img/8639695.jpg
1000001036,샤넬 보이 페이던트 여성 네이비 동전지갑,8568858,"007001
007",url,20/02/09/1000001036/,http://koodonkr.hgodo.com/reebonz_facebook_img/8568858.jpg
1000001037,샤넬 투웨이 여성 그레이 토트 백,8562578,"003002003
003
003002",url,20/02/09/1000001037/,http://koodonkr.hgodo.com/reebonz_facebook_img/8562578.jpg
1000001038,발렌시아가 트리플 S 여성 멀티 스니커즈,8562051,"003003001
003
003003",url,20/02/09/1000001038/,http://koodonkr.hgodo.com/reebonz_facebook_img/8562051.jpg
1000001039,루이비통 비주삭 남여공용 실버 키링,8644296,"007006
007",url,20/02/09/1000001039/,http://koodonkr.hgodo.com/reebonz_facebook_img/8644296.jpg
1000001040,루이비통 인솔런스 남여공용 브라운 키링,8644174,"007006
007",url,20/02/09/1000001040/,http://koodonkr.hgodo.com/reebonz_facebook_img/8644174.jpg
1000001041,루이비통 레드 에삐 브레아 토트백,8644041,"003002003
003
003002",url,20/02/09/1000001041/,http://koodonkr.hgodo.com/reebonz_facebook_img/8644041.jpg
1000001042,루이비통 다미에 제앙 시타딘 남여공용 브라운 메신저 백,8642021,"002002005
002
002002",url,20/02/09/1000001042/,http://koodonkr.hgodo.com/reebonz_facebook_img/8642021.jpg
1000001043,루이비통 타이가 안톤 포쉐트 남여공용 블랙 메신저 백,8641937,"002002005
002
002002",url,20/02/09/1000001043/,http://koodonkr.hgodo.com/reebonz_facebook_img/8641937.jpg
1000001044,루이비통 다미에 에바 여성 브라운 클러치 백,8562218,"003002004
003
003002",url,20/02/09/1000001044/,http://koodonkr.hgodo.com/reebonz_facebook_img/8562218.jpg
1000001045,루이비통 애삐 노에 여성 베이지 숄더 백,8551028,"003002002
003
003002",url,20/02/09/1000001045/,http://koodonkr.hgodo.com/reebonz_facebook_img/8551028.jpg
1000001046,생로랑 올 레더 여성 핑크 스니커즈 472493,8695924,"003003001
003
003003",url,20/02/09/1000001046/,http://koodonkr.hgodo.com/reebonz_facebook_img/8695924.jpg
1000001047,생로랑 삭 드 쥬르 여성 그레이 토트백,8639340,"003002003
003
003002",url,20/02/09/1000001047/,http://koodonkr.hgodo.com/reebonz_facebook_img/8639340.jpg
1000001048,생로랑 맨하탄 여성 블랙 스몰백 568702,8638800,"003002003
003
003002",url,20/02/09/1000001048/,http://koodonkr.hgodo.com/reebonz_facebook_img/8638800.jpg
1000001049,생로랑 더블 여성 레드 토트백 344049,8563227,"003002003
003
003002",url,20/02/09/1000001049/,http://koodonkr.hgodo.com/reebonz_facebook_img/8563227.jpg
1000001050,생로랑 베티 미니 여성 베이지 크로스백 566959,8570001,"003002005
003
003002",url,20/02/09/1000001050/,http://koodonkr.hgodo.com/reebonz_facebook_img/8570001.jpg
1000001051,생로랑 여성 화이트 진 327947,8557811,"003001007
003
003001",url,20/02/09/1000001051/,http://koodonkr.hgodo.com/reebonz_facebook_img/8557811.jpg
1000001052,생로랑 모노그램 어라운드 지퍼 여성 블랙 장지갑 451242,8474959,"007001
007",url,20/02/09/1000001052/,http://koodonkr.hgodo.com/reebonz_facebook_img/8474959.jpg
1000001053,생로랑 블랙 트래블 클러치 (554389),8474282,"003002004
003
003002",url,20/02/09/1000001053/,http://koodonkr.hgodo.com/reebonz_facebook_img/8474282.jpg
1000001054,미우미우 투웨이 여성 브라운 토트 백,8639168,"003002003
003
003002",url,20/02/09/1000001054/,http://koodonkr.hgodo.com/reebonz_facebook_img/8639168.jpg
1000001055,미우미우 큐빅 여성 슬립온 화이트,8627444,"003003001
003
003003",url,20/02/09/1000001055/,http://koodonkr.hgodo.com/reebonz_facebook_img/8627444.jpg
1000001056,미우미우 여성 앵클 부츠 블랙,8471676,"003003003
003
003003",url,20/02/09/1000001056/,http://koodonkr.hgodo.com/reebonz_facebook_img/8471676.jpg
1000001057,끌로에 마르씨 여성 오렌지 반지갑 CHC10UP572161214,8707698,"007001
007",url,20/02/09/1000001057/,http://koodonkr.hgodo.com/reebonz_facebook_img/8707698.jpg
1000001058,끌로에 여성 베이지 장지갑,8681666,"007001
007",url,20/02/09/1000001058/,http://koodonkr.hgodo.com/reebonz_facebook_img/8681666.jpg
1000001059,끌로에 파라티 여성 브라운 토트 백,8632382,"003002003
003
003002",url,20/02/09/1000001059/,http://koodonkr.hgodo.com/reebonz_facebook_img/8632382.jpg
1000001060,끌로에 마르씨 여성 블랙 라지 토트 백 3S0851,8562117,"003002003
003
003002",url,20/02/09/1000001060/,http://koodonkr.hgodo.com/reebonz_facebook_img/8562117.jpg
1000001061,끌로에 마르씨 여성 그레이 스몰 크로스 백 3P0580,8548872,"003002005
003
003002",url,20/02/09/1000001061/,http://koodonkr.hgodo.com/reebonz_facebook_img/8548872.jpg
1000001062,끌로에 파라티 미디엄 토트백 여성 베이지 8HS891,8548842,"003002003
003
003002",url,20/02/09/1000001062/,http://koodonkr.hgodo.com/reebonz_facebook_img/8548842.jpg
1000001063,티파니앤코 러브 락 여성 실버 링 1837,8552395,"004003
004
006",url,20/02/09/1000001063/,http://koodonkr.hgodo.com/reebonz_facebook_img/8552395.jpg
1000001064,에르메스 캔버스 토트백 레드,8712706,"003002003
003
003002",url,20/02/09/1000001064/,http://koodonkr.hgodo.com/reebonz_facebook_img/8712706.jpg
1000001065,에르메스 캔버스 토트백 그레이,8712722,"003002003
003
003002",url,20/02/09/1000001065/,http://koodonkr.hgodo.com/reebonz_facebook_img/8712722.jpg
1000001066,프라다 비텔로 피닉스 토트백 블랙 1BA063,8698438,"003002003
003
003002",url,20/02/09/1000001066/,http://koodonkr.hgodo.com/reebonz_facebook_img/8698438.jpg
1000001067,프라다 비텔로 다이노 투웨이 토트백 그레이,8698172,"003002003
003
003002",url,20/02/09/1000001067/,http://koodonkr.hgodo.com/reebonz_facebook_img/8698172.jpg
1000001068,프라다 테수토 체인 크로스백 핑크,8271558,"003002003
003
003002",url,20/02/09/1000001068/,http://koodonkr.hgodo.com/reebonz_facebook_img/8271558.jpg
1000001069,구찌 스윙 토트백 블랙 368824,8711573,"003002003
003
003002",url,20/02/09/1000001069/,http://koodonkr.hgodo.com/reebonz_facebook_img/8711573.jpg
1000001070,지방시 얼반 스트릿 여성 화이트 스니커즈 11637,8630841,"003003001
003
003003",url,20/02/09/1000001070/,http://koodonkr.hgodo.com/reebonz_facebook_img/8630841.jpg
1000001071,지방시 블랙 나이팅게일 남성 토트백,8271491,"002002006
002
002002
002002005",url,20/02/09/1000001071/,http://koodonkr.hgodo.com/reebonz_facebook_img/8271491.jpg
1000001072,지방시 블랙 나이팅게일 미듐 토트 백,7318978,"003002003
003
003002",url,20/02/09/1000001072/,http://koodonkr.hgodo.com/reebonz_facebook_img/7318978.jpg
1000001073,펜디 우드 여성 골드 뱅글,8712680,"007012
007",url,20/02/09/1000001073/,http://koodonkr.hgodo.com/reebonz_facebook_img/8712680.jpg
1000001074,펜디 피카부 포쉐트 여성 레드 숄더 백 8BP102,8697789,"003002002
003
003002",url,20/02/09/1000001074/,http://koodonkr.hgodo.com/reebonz_facebook_img/8697789.jpg
1000001075,셀린느 투톤 클러치,8271574,"003002004
003
003002",url,20/02/09/1000001075/,http://koodonkr.hgodo.com/reebonz_facebook_img/8271574.jpg
1000001076,샤넬 로고 여성 아이언 반지,8712620,"007011
007",url,20/02/09/1000001076/,http://koodonkr.hgodo.com/reebonz_facebook_img/8712620.jpg
1000001077,샤넬 로고 여성 블랙 플랫 슈즈,8708031,"003003007
003
003003",url,20/02/09/1000001077/,http://koodonkr.hgodo.com/reebonz_facebook_img/8708031.jpg
1000001078,발렌시아가 트랙 남성 멀티 스니커즈,8705742,"002003001
002
002003",url,20/02/09/1000001078/,http://koodonkr.hgodo.com/reebonz_facebook_img/8705742.jpg
1000001079,발렌시아가 블랙 바자 스트라이프 S 토트백,3933371,"003002003
003
003002",url,20/02/09/1000001079/,http://koodonkr.hgodo.com/reebonz_facebook_img/3933371.jpg
1000001080,루이비통 에삐 알마 PM 여성 블랙 토트 백,8705369,"003002003
003
003002",url,20/02/09/1000001080/,http://koodonkr.hgodo.com/reebonz_facebook_img/8705369.jpg
1000001081,루이비통 마릴린 여성 화이트 숄더 백,8698264,"003002002
003
003002",url,20/02/09/1000001081/,http://koodonkr.hgodo.com/reebonz_facebook_img/8698264.jpg
1000001082,루이비통 핑크 앙프렝뜨 트윈셋 크로스백 트윈셋,8248168,"003002005
003
003002",url,20/02/09/1000001082/,http://koodonkr.hgodo.com/reebonz_facebook_img/8248168.jpg
1000001083,생로랑 블루 미니 체인 크로스백,7992623,"003002005
003
003002",url,20/02/09/1000001083/,http://koodonkr.hgodo.com/reebonz_facebook_img/7992623.jpg
1000001084,미우미우 마테라쎄 미러 월릿 체인 백,2227733,"003002005
003
003002",url,20/02/09/1000001084/,http://koodonkr.hgodo.com/reebonz_facebook_img/2227733.jpg
1000001085,끌로에 레드 파라티 미듐 토트백,8276433,"003002003
003
003002",url,20/02/09/1000001085/,http://koodonkr.hgodo.com/reebonz_facebook_img/8276433.jpg
1000001086,끌로에 오렌지 페이 미듐 숄더백,7175460,"003002002
003
003002",url,20/02/09/1000001086/,http://koodonkr.hgodo.com/reebonz_facebook_img/7175460.jpg
1000001087,IWC 포르토피노 남성 블랙 시계,8068014,"005001
005",url,20/02/09/1000001087/,http://koodonkr.hgodo.com/reebonz_facebook_img/8068014.jpg
1000001088,티파니앤코 여성 골드 발찌,8706450,"004007
004",url,20/02/09/1000001088/,http://koodonkr.hgodo.com/reebonz_facebook_img/8706450.jpg
1000001090,지방시 맨투맨,40500019,"002001005
002
002001",url,20/02/09/1000001090/,http://koodonkr.hgodo.com/product_img/MEN/Top/40500019/f.jpg
1000001091,지방시 맨투맨,40500020,"002001005
002
002001",url,20/02/09/1000001091/,http://koodonkr.hgodo.com/product_img/MEN/Top/40500020/f.jpg
1000001092,메종 마르지엘라 코트,40100043,"002001001
002
002001",url,20/02/09/1000001092/,http://koodonkr.hgodo.com/product_img/MEN/Outer/40100043/f.jpg
1000001093,로렉스 남성 골드 시계 18238,8749086,"005001
005",url,20/02/09/1000001093/,http://koodonkr.hgodo.com/reebonz_facebook_img/8749086.jpg
1000001094,톰브라운 자켓,40100044,"002001001
002
002001",url,20/02/09/1000001094/,http://koodonkr.hgodo.com/product_img/MEN/Outer/40100044/f.jpg
1000001095,피아제 골드 시계,8749152,"005002
005",url,20/02/09/1000001095/,http://koodonkr.hgodo.com/reebonz_facebook_img/8749152.jpg
1000001096,티파니 바이더야드 실버 목걸이,70200018,"004002
004",url,20/02/09/1000001096/,http://koodonkr.hgodo.com/product_img/Accessories/70200018/f.jpg
1000001097,프라다 크로스백,20500004,"003002005
003
003002",url,20/02/09/1000001097/,http://koodonkr.hgodo.com/product_img/Accessories/20500004/f.jpg
1000001098,페레가모 양면 벨트,90400004,"007004
007",url,20/03/10/1000001098/,http://koodonkr.hgodo.com/product_img/Accessories/90400004/f.jpg
1000001099,페레가모 로퍼,60600014,"002003006
002
002003",url,20/03/10/1000001099/,http://koodonkr.hgodo.com/product_img/MEN/Shoes/60600014/f.jpg
1000001100,에르메스 주름 스카프,8750133,"007005
007",url,20/03/10/1000001100/,http://koodonkr.hgodo.com/reebonz_facebook_img/8750133.jpg
1000001101,프라다 스트랩 미니백,7133579,"003002005
003
003002",url,20/03/10/1000001101/,http://koodonkr.hgodo.com/reebonz_facebook_img/7133579.jpg
1000001102,구찌 뱀부 토트백 (338989),8722691,"003002003
003
003002",url,20/03/10/1000001102/,http://koodonkr.hgodo.com/reebonz_facebook_img/8722691.jpg
1000001103,지방시 안티고나 클러치 스몰,7675363,"003002004
002
002002
002002004
003
003002",url,20/03/10/1000001103/,http://koodonkr.hgodo.com/reebonz_facebook_img/7675363.jpg
1000001104,셀린느 러기지 미니 토트백 블랙,2429633,"003002003
003
003002",url,20/03/10/1000001104/,http://koodonkr.hgodo.com/reebonz_facebook_img/2429633.jpg
1000001105,샤넬 체인 크로스백,8750026,"003002005
003
003002",url,20/03/10/1000001105/,http://koodonkr.hgodo.com/reebonz_facebook_img/8750026.jpg
1000001106,발렌시아가 클립 클러치 라지,7745719,"003002004
003
003002",url,20/03/10/1000001106/,http://koodonkr.hgodo.com/reebonz_facebook_img/7745719.jpg
1000001107,루이비통 베르니 알마 PM 토트백 여성 옐로우,8722675,"003002003
003
003002",url,20/03/10/1000001107/,http://koodonkr.hgodo.com/reebonz_facebook_img/8722675.jpg
1000001108,생로랑 테슬 크로스백 여성 와인425317,8752672,"003002005
003
003002",url,20/03/10/1000001108/,http://koodonkr.hgodo.com/reebonz_facebook_img/8752672.jpg
